0|iata_code|1|icao_code|2|name_eng|3|city_eng|4|country_eng
OZH|OZH|UKDE|UKDE|Zaporozhye|Zaporozhye|Zaporozhye|Zaporozhye|Ukraine|Ukraine
OZI|OZI|EGXU|EGXU|Bobadilla|Bobadilla|Bobadilla|Bobadilla|El Salvador|El Salvador
OZP|OZP|LEMO|LEMO|Moron|Moron|Moron|Moron|Spain|Spain
OZR|OZR|KOZR|KOZR|Cairns AAF|Cairns AAF|Ozark|Ozark|United States|United States
OZU|OZU|EGXU|EGXU|Montilla|Montilla|Montilla|Montilla|Panama|Panama
OZZ|OZZ|GMMZ|GMMZ|Ouarzazate|Ouarzazate|Ouarzazate|Ouarzazate|Morocco|Morocco
PAA|PAA|VYPA|VYPA|Pa-an|Pa-an|Pa-an|Pa-an|Myanmar|Myanmar
PAB|PAB|VABI|VABI|Bilaspur|Bilaspur|Bilaspur|Bilaspur|India|India
PAC|PAC|MPMG|MPMG|Paitilla-Marcos A. Gelabert|Paitilla-Marcos A. Gelabert|Panama City|Panama City|Panama|Panama
PAD|PAD|EDLP|EDLP|Paderborn/lippstadt|Paderborn/lippstadt|Paderborn|Paderborn|Germany|Germany
PAE|PAE|KPAE|KPAE|Snohomish County|Snohomish County|Everett|Everett|United States|United States
PAF|PAF|HUPA|HUPA|Pakuba|Pakuba|Pakuba|Pakuba|Uganda|Uganda
PAG|PAG|RPMP|RPMP|Pagadian|Pagadian|Pagadian|Pagadian|Philippines|Philippines
PAH|PAH|KPAH|KPAH|Barkley Regional|Barkley Regional|Paducah, KY|Paducah, KY|United States|United States
PAI|PAI|||Pailin|Pailin|Pailin|Pailin|Cambodia|Cambodia
PAJ|PAJ|OPPC|OPPC|Para Chinar|Para Chinar|Para Chinar|Para Chinar|Pakistan|Pakistan
PAK|PAK|PHPA|PHPA|Port Allen|Port Allen|Hanapepe|Hanapepe|United States|United States
PAL|PAL|SKPQ|SKPQ|Palanquero|Palanquero|Palanquero|Palanquero|Colombia|Colombia
PAM|PAM|KPAM|KPAM|Tyndall AFB|Tyndall AFB|Panama City|Panama City|Panama|Panama
PAN|PAN|VTSK|VTSK|Pattani|Pattani|Pattani|Pattani|Thailand|Thailand
PAO|PAO|KPAO|KPAO|Palo Alto|Palo Alto|Palo Alto|Palo Alto|United States|United States
PAP|PAP|MTPP|MTPP|Toussaint Louverture International|Toussaint Louverture International|Port Au Prince|Port Au Prince|Haiti|Haiti
PAQ|PAQ|PAAQ|PAAQ|Municipal|Municipal|Palmer|Palmer|United States|United States
PAS|PAS|LGPA|LGPA|Paros|Paros|Paros|Paros|Greece|Greece
PAT|PAT|VEPT|VEPT|Patna|Patna|Patna|Patna|India|India
PAU|PAU|VYPK|VYPK|Pauk|Pauk|Pauk|Pauk|Myanmar|Myanmar
PAV|PAV|SBUF|SBUF|Paulo Afonso|Paulo Afonso|Paulo Afonso|Paulo Afonso|Brazil|Brazil
PAW|PAW|LFDJ|LFDJ|Pambwa|Pambwa|Pambwa|Pambwa|Papua New Guinea|Papua New Guinea
PAX|PAX|MTPX|MTPX|Port De Paix|Port De Paix|Port De Paix|Port De Paix|Haiti|Haiti
PAY|PAY|WBKP|WBKP|Pamol|Pamol|Pamol|Pamol|Malaysia|Malaysia
PAZ|PAZ|MMPA|MMPA|Tajin|Tajin|Poza Rica|Poza Rica|Mexico|Mexico
PBA|PBA|WASO|WASO|Point Barrow|Point Barrow|Barrow|Barrow|United States|United States
PBB|PBB|SSPN|SSPN|Paranaiba|Paranaiba|Paranaiba|Paranaiba|Brazil|Brazil
PBC|PBC|MMPB|MMPB|Hermanos Serdan International|Hermanos Serdan International|Puebla Atlixco|Puebla Atlixco|Mexico|Mexico
PBD|PBD|VAPR|VAPR|Porbandar|Porbandar|Porbandar|Porbandar|India|India
PBE|PBE|SKPR|SKPR|Puerto Berrio|Puerto Berrio|Puerto Berrio|Puerto Berrio|Colombia|Colombia
PBF|PBF|KPBF|KPBF|Grider Field|Grider Field|Pine Bluff|Pine Bluff|United States|United States
PBG|PBG|KPBG|KPBG|Plattsburgh International|Plattsburgh International|Plattsburgh|Plattsburgh|United States|United States
PBH|PBH|VQPR|VQPR|Paro|Paro|Paro|Paro|Bhutan|Bhutan
PBI|PBI|KPBI|KPBI|Palm Beach International|Palm Beach International|West Palm Beach|West Palm Beach|United States|United States
PBJ|PBJ|NVSI|NVSI|Paama|Paama|Paama|Paama|New Caledonia|New Caledonia
PBK|PBK|UHMP|UHMP|Pack Creek|Pack Creek|Pack Creek|Pack Creek|United States|United States
PBL|PBL|SVPC|SVPC|Puerto Cabello|Puerto Cabello|Puerto Cabello|Puerto Cabello|Venezuela|Venezuela
PBM|PBM|SMJP|SMJP|Zanderij Intl|Zanderij Intl|Paramaribo|Paramaribo|Suriname|Suriname
PBN|PBN|FNPA|FNPA|Porto Amboim|Porto Amboim|Porto Amboim|Porto Amboim|Angola|Angola
PBO|PBO|YPBO|YPBO|Paraburdoo|Paraburdoo|Paraburdoo|Paraburdoo|Australia|Australia
PBP|PBP|MRIA|MRIA|Punta Islita|Punta Islita|Punta Islita|Punta Islita|Costa Rica|Costa Rica
PBQ|PBQ|SWPM|SWPM|Pimenta Bueno|Pimenta Bueno|Pimenta Bueno|Pimenta Bueno|Brazil|Brazil
PBR|PBR|MGPB|MGPB|Puerto Barrios|Puerto Barrios|Puerto Barrios|Puerto Barrios|Guatemala|Guatemala
PBS|PBS|||Patong Beach|Patong Beach|Patong Beach|Patong Beach|Thailand|Thailand
PBT|PBT|NTAA|NTAA|Puerto Leda|Puerto Leda|Puerto Leda|Puerto Leda|Paraguay|Paraguay
PBU|PBU|VYPT|VYPT|Putao|Putao|Putao|Putao|Myanmar|Myanmar
PBV|PBV|PAPB|PAPB|Porto Dos Gauchos|Porto Dos Gauchos|Porto Dos Gauchos|Porto Dos Gauchos|Brazil|Brazil
PBW|PBW|||Palibelo|Palibelo|Palibelo|Palibelo|Ghana|Ghana
PBX|PBX|KPBX|KPBX|Porto Alegre Do Norte|Porto Alegre Do Norte|Porto Alegre Do Norte|Porto Alegre Do Norte|Brazil|Brazil
PBY|PBY|KHBG|KHBG|Hamilton/Proserpine|Hamilton/Proserpine|Peppers Palm Bay|Peppers Palm Bay|Australia|Australia
PBZ|PBZ|FAPG|FAPG|Plettenberg Bay|Plettenberg Bay|Plettenberg Bay|Plettenberg Bay|South Africa|South Africa
PCA|PCA|PAOC|PAOC|Portage Creek|Portage Creek|Portage Creek|Portage Creek|United States|United States
PCB|PCB|WIHP|WIHP|Pondok Cabe|Pondok Cabe|Jakarta|Jakarta|Indonesia|Indonesia
PCC|PCC|||Puerto Rico|Puerto Rico|Puerto Rico|Puerto Rico|Colombia|Colombia
PCD|PCD|KPDC|KPDC|Municipal|Municipal|Prairie Du Chien|Prairie Du Chien|United States|United States
PCE|PCE|||Painter Creek|Painter Creek|Painter Creek|Painter Creek|United States|United States
PCG|PCG|||Paso Caballos|Paso Caballos|Paso Caballos|Paso Caballos|Guatemala|Guatemala
PCH|PCH|||Palacios|Palacios|Palacios|Palacios|Honduras|Honduras
PCJ|PCJ|SCIP|SCIP|Puerto La Victoria|Puerto La Victoria|Puerto La Victoria|Puerto La Victoria|Paraguay|Paraguay
PCK|PCK|KPCK|KPCK|Porcupine Creek|Porcupine Creek|Porcupine Creek|Porcupine Creek|United States|United States
PCL|PCL|SPCL|SPCL|Captain Rolden International Airport|Captain Rolden International Airport|Pucallpa|Pucallpa|Peru|Peru
PCM|PCM|||Playa Del Carmen|Playa Del Carmen|Playa Del Carmen|Playa Del Carmen|Mexico|Mexico
PCN|PCN|NZPN|NZPN|Koromiko|Koromiko|Picton|Picton|New Zealand|New Zealand
PCO|PCO|MMPL|MMPL|Punta Colorada|Punta Colorada|Punta Colorada|Punta Colorada|Mexico|Mexico
PCP|PCP|FPPR|FPPR|Principe|Principe|Principe|Principe|Sao Tome and Principe|Sao Tome and Principe
PCQ|PCQ|EBPW|EBPW|Bounneua|Bounneua|Phongsaly|Phongsaly|Laos|Laos
PCR|PCR|SKPC|SKPC|Puerto Carreno|Puerto Carreno|Puerto Carreno|Puerto Carreno|Colombia|Colombia
PCS|PCS|SNPC|SNPC|Picos|Picos|Picos|Picos|Brazil|Brazil
PCT|PCT|KPCT|KPCT|Princeton|Princeton|Princeton|Princeton|United States|United States
PCU|PCU|SARF|SARF|Pearl River County|Pearl River County|Picayune|Picayune|United States|United States
PCV|PCV|||Punta Chivato|Punta Chivato|Punta Chivato|Punta Chivato|Mexico|Mexico
PDA|PDA|SKPD|SKPD|Puerto Inirida|Puerto Inirida|Puerto Inirida|Puerto Inirida|Colombia|Colombia
PDB|PDB|||Pedro Bay|Pedro Bay|Pedro Bay|Pedro Bay|United States|United States
PDC|PDC|NWWQ|NWWQ|Mueo|Mueo|Mueo|Mueo|New Caledonia|New Caledonia
PDD|PDD|VNBW|VNBW|Ponta de Ouro|Ponta de Ouro|Ponta de Ouro|Ponta de Ouro|Mozambique|Mozambique
PDE|PDE|YPDI|YPDI|Pandie Pandie|Pandie Pandie|Pandie Pandie|Pandie Pandie|Australia|Australia
PDF|PDF|SNRD|SNRD|Prado|Prado|Prado|Prado|Brazil|Brazil
PDG|PDG|WIMG|WIMG|Minangkabau International Airport|Minangkabau International Airport|Padang|Padang|Indonesia|Indonesia
PDI|PDI|||Pindiu|Pindiu|Pindiu|Pindiu|Papua New Guinea|Papua New Guinea
PDK|PDK|KPDK|KPDK|Dekalb-Peachtree|Dekalb-Peachtree|Atlanta, GA|Atlanta, GA|United States|United States
PDL|PDL|LPPD|LPPD|Nordela|Nordela|Ponta Delgada|Ponta Delgada|Portugal|Portugal
PDN|PDN|||Parndana|Parndana|Parndana|Parndana|Australia|Australia
PDO|PDO|WIPQ|WIPQ|Pendopo|Pendopo|Pendopo|Pendopo|Indonesia|Indonesia
PDP|PDP|SULS|SULS|Capitan Corbeta CA Curbelo International Airport|Capitan Corbeta CA Curbelo International Airport|Maldonado|Maldonado|Uruguay|Uruguay
PDR|PDR|||Municipal|Municipal|Presidente Dutra|Presidente Dutra|Ethiopia|Ethiopia
PDS|PDS|MMPG|MMPG|Piedras Negras|Piedras Negras|Piedras Negras|Piedras Negras|Mexico|Mexico
PDT|PDT|KPDT|KPDT|Pendleton|Pendleton|Pendleton|Pendleton|United States|United States
PDU|PDU|SUPU|SUPU|Paysandu|Paysandu|Paysandu|Paysandu|Uruguay|Uruguay
PDV|PDV|LBPD|LBPD|Plovdiv|Plovdiv|Plovdiv|Plovdiv|Bulgaria|Bulgaria
PDX|PDX|KPDX|KPDX|Portland International|Portland International|Portland, Or|Portland, Or|United States|United States
PDZ|PDZ|SVPE|SVPE|Pedernales|Pedernales|Pedernales|Pedernales|Venezuela|Venezuela
PEA|PEA|YPSH|YPSH|Penneshaw|Penneshaw|Penneshaw|Penneshaw|Australia|Australia
PEB|PEB|||Pebane|Pebane|Pebane|Pebane|Mozambique|Mozambique
PEC|PEC|KPEC|KPEC|Pelican SPB|Pelican SPB|Pelican|Pelican|United States|United States
PED|PED|LKPD|LKPD|Pardubice|Pardubice|Pardubice|Pardubice|Czech Republic|Czech Republic
PEE|PEE|USPP|USPP|Bolshoe Savino|Bolshoe Savino|Perm|Perm|Russian Federation|Russian Federation
PEF|PEF|TUPJ|TUPJ|Peenemuende|Peenemuende|Peenemuende|Peenemuende|Germany|Germany
PEG|PEG|LIRZ|LIRZ|Sant Egidio|Sant Egidio|Perugia|Perugia|Italy|Italy
PEH|PEH|SAZP|SAZP|Pehuajo|Pehuajo|Pehuajo|Pehuajo|Argentina|Argentina
PEI|PEI|SKPE|SKPE|Matecana|Matecana|Pereira|Pereira|Colombia|Colombia
PEJ|PEJ|LPBJ|LPBJ|Peschiei|Peschiei|Peschiei|Peschiei|Italy|Italy
PEK|PEK|ZBAA|ZBAA|Beijing Capital Int.|Beijing Capital Int.|Beijing|Beijing|China|China
PEL|PEL|FXPG|FXPG|Pelaneng|Pelaneng|Pelaneng|Pelaneng|Lesotho|Lesotho
PEM|PEM|SPTU|SPTU|Puerto Maldonado|Puerto Maldonado|Puerto Maldonado|Puerto Maldonado|Peru|Peru
PEN|PEN|WMKP|WMKP|Penang International|Penang International|Penang|Penang|Malaysia|Malaysia
PEP|PEP|||Peppimenarti|Peppimenarti|Peppimenarti|Peppimenarti|Australia|Australia
PEQ|PEQ|KPEQ|KPEQ|Pecos City|Pecos City|Pecos City|Pecos City|United States|United States
PER|PER|YPPH|YPPH|Perth International|Perth International|Perth|Perth|Australia|Australia
PES|PES|ULPB|ULPB|Petrozavodsk|Petrozavodsk|Petrozavodsk|Petrozavodsk|Russian Federation|Russian Federation
PET|PET|SBPK|SBPK|Federal|Federal|Pelotas|Pelotas|Brazil|Brazil
PEU|PEU|MHPL|MHPL|Puerto Lempira|Puerto Lempira|Puerto Lempira|Puerto Lempira|Honduras|Honduras
PEW|PEW|OPPS|OPPS|Peshawar|Peshawar|Peshawar|Peshawar|Pakistan|Pakistan
PEX|PEX|UUYP|UUYP|Pechora|Pechora|Pechora|Pechora|Russian Federation|Russian Federation
PEY|PEY|YPNG|YPNG|Penong|Penong|Penong|Penong|Australia|Australia
PEZ|PEZ|UWPP|UWPP|Penza|Penza|Penza|Penza|Russian Federation|Russian Federation
PFA|PFA|SAVJ|SAVJ|Paf Warren|Paf Warren|Paf Warren|Paf Warren|United States|United States
PFB|PFB|SBPF|SBPF|Passo Fundo|Passo Fundo|Passo Fundo|Passo Fundo|Brazil|Brazil
PFC|PFC|KPFC|KPFC|Pacific City State|Pacific City State|Pacific City, OH|Pacific City, OH|United States|United States
PFD|PFD|TNCE|TNCE|Port Frederick|Port Frederick|Port Frederick|Port Frederick|United States|United States
PFJ|PFJ|BIPA|BIPA|Patreksfjordur|Patreksfjordur|Patreksfjordur|Patreksfjordur|Iceland|Iceland
PFN|PFN|KPFN|KPFN|Bay County|Bay County|Panama City|Panama City|United States|United States
PFO|PFO|LCPH|LCPH|International|International|Paphos|Paphos|Cyprus|Cyprus
PFQ|PFQ|OITP|OITP|Parsabad|Parsabad|Parsabad|Parsabad|Iran|Iran
PFR|PFR|FZVS|FZVS|Ilebo|Ilebo|Ilebo|Ilebo|Democratic Republic Of Congo|Democratic Republic Of Congo
PGA|PGA|KPGA|KPGA|Page|Page|Page|Page|United States|United States
PGB|PGB|||Pangoa|Pangoa|Pangoa|Pangoa|Papua New Guinea|Papua New Guinea
PGC|PGC|||Grant County|Grant County|Petersburg|Petersburg|United States|United States
PGD|PGD|KPGD|KPGD|Charlotte County|Charlotte County|Punta Gorda|Punta Gorda|United States|United States
PGE|PGE|||Yegepa|Yegepa|Yegepa|Yegepa|Papua New Guinea|Papua New Guinea
PGF|PGF|LFMP|LFMP|Llabanere|Llabanere|Perpignan|Perpignan|France|France
PGG|PGG|||Progresso|Progresso|Sao Paulo|Sao Paulo|Brazil|Brazil
PGH|PGH|VIPT|VIPT|Pantnagar|Pantnagar|Pantnagar|Pantnagar|India|India
PGI|PGI|FNCH|FNCH|Chitato|Chitato|Chitato|Chitato|Angola|Angola
PGK|PGK|WIPK|WIPK|Pangkalpinang|Pangkalpinang|Pangkalpinang|Pangkalpinang|Indonesia|Indonesia
PGL|PGL|KPQL|KPQL|Jackson County|Jackson County|Pascagoula|Pascagoula|United States|United States
PGM|PGM|KPGM|KPGM|Port Graham|Port Graham|Port Graham|Port Graham|United States|United States
PGN|PGN|||Pangia|Pangia|Pangia|Pangia|Papua New Guinea|Papua New Guinea
PGO|PGO|KPSO|KPSO|Stevens Field|Stevens Field|Pagosa Springs|Pagosa Springs|China|China
PGP|PGP|FPPA|FPPA|Porto Alegre|Porto Alegre|Porto Alegre|Porto Alegre|Sao Tome and Principe|Sao Tome and Principe
PGR|PGR|KPGR|KPGR|Municipal|Municipal|Paragould|Paragould|United States|United States
PGS|PGS|||Peach Springs|Peach Springs|Peach Springs|Peach Springs|United States|United States
PGV|PGV|KPGV|KPGV|Pitt-Greenville|Pitt-Greenville|Greenville|Greenville|United States|United States
PGX|PGX|LFBX|LFBX|Bassillac|Bassillac|Perigueux|Perigueux|France|France
PHA|PHA|VVPR|VVPR|Phan Rang|Phan Rang|Phan Rang|Phan Rang|Vietnam|Vietnam
PHB|PHB|SBPB|SBPB|Santos Dumont|Santos Dumont|Parnaiba|Parnaiba|Brazil|Brazil
PHC|PHC|DNPO|DNPO|Port Harcourt|Port Harcourt|Port Harcourt|Port Harcourt|Nigeria|Nigeria
PHD|PHD|KPHD|KPHD|Harry Clever|Harry Clever|New Philadelphia|New Philadelphia|United States|United States
PHE|PHE|YPPD|YPPD|Port Hedland|Port Hedland|Port Hedland|Port Hedland|Australia|Australia
PHF|PHF|KPHF|KPHF|Newport News/williamsb|Newport News/williamsb|Newport News|Newport News|United States|United States
PHG|PHG|KPHG|KPHG|Port Harcourt City|Port Harcourt City|Port Harcourt|Port Harcourt|Nigeria|Nigeria
PHH|PHH|VVPT|VVPT|Phan Thiet|Phan Thiet|Phan Thiet|Phan Thiet|Vietnam|Vietnam
PHI|PHI|SNYE|SNYE|Pinheiro|Pinheiro|Pinheiro|Pinheiro|Brazil|Brazil
PHJ|PHJ|||Port Hunter|Port Hunter|Port Hunter|Port Hunter|Australia|Australia
PHK|PHK|KPHK|KPHK|Palm Beach Co Glades|Palm Beach Co Glades|Pahokee|Pahokee|United States|United States
PHL|PHL|KPHL|KPHL|Philadelphia International|Philadelphia International|Philadelphia|Philadelphia|United States|United States
PHM|PHM|||Boeblingen|Boeblingen|Boeblingen|Boeblingen|Germany|Germany
PHN|PHN|KPHN|KPHN|St Clair County Intl|St Clair County Intl|Port Huron|Port Huron|United States|United States
PHO|PHO|PAPO|PAPO|Point Hope|Point Hope|Point Hope|Point Hope|United States|United States
PHP|PHP|KPHP|KPHP|Philip|Philip|Philip|Philip|United States|United States
PHR|PHR|NFND|NFND|Pacific Harbor|Pacific Harbor|Pacific Harbor|Pacific Harbor|Fiji|Fiji
PHS|PHS|VTPP|VTPP|Phitsanulok|Phitsanulok|Phitsanulok|Phitsanulok|Thailand|Thailand
PHT|PHT|KPHT|KPHT|Henry County|Henry County|Paris|Paris|United States|United States
PHU|PHU|VVVH|VVVH|Phu Vinh|Phu Vinh|Phu Vinh|Phu Vinh|Vietnam|Vietnam
PHW|PHW|FAPH|FAPH|Cape Town|Cape Town|Phalaborwa|Phalaborwa|South Africa|South Africa
PHX|PHX|KPHX|KPHX|Sky Harbor Intl|Sky Harbor Intl|Phoenix|Phoenix|United States|United States
PHY|PHY|VTPB|VTPB|Phetchabun|Phetchabun|Phetchabun|Phetchabun|Thailand|Thailand
PHZ|PHZ|||Phi Phi Island|Phi Phi Island|Phi Phi Island|Phi Phi Island|Thailand|Thailand
PIA|PIA|KPIA|KPIA|Greater Peoria|Greater Peoria|Peoria, IL|Peoria, IL|United States|United States
PIB|PIB|KPIB|KPIB|Hattiesburg-Laurel Regional|Hattiesburg-Laurel Regional|Hattiesburg/Laurel, MS|Hattiesburg/Laurel, MS|United States|United States
PIC|PIC|MBPI|MBPI|Pine Cay|Pine Cay|Pine Cay|Pine Cay|Turks and Caicos Islands|Turks and Caicos Islands
PID|PID|MYPI|MYPI|Paradise Island|Paradise Island|Nassau|Nassau|Bahamas|Bahamas
PIE|PIE|KPIE|KPIE|St. Petersburg-Clearwater International|St. Petersburg-Clearwater International|Clearwater|Clearwater|United States|United States
PIF|PIF|RCSQ|RCSQ|Pingtung|Pingtung|Pingtung|Pingtung|China|China
PIG|PIG|||Pitinga|Pitinga|Pitinga|Pitinga|Brazil|Brazil
PIH|PIH|KPIH|KPIH|Pocatello|Pocatello|Pocatello|Pocatello|United States|United States
PII|PII|||Phillips Field|Phillips Field|Fairbanks|Fairbanks|United States|United States
PIK|PIK|EGPK|EGPK|Prestwick|Prestwick|Prestwick, South Ayrshire|Prestwick, South Ayrshire|United Kingdom|United Kingdom
PIL|PIL|SGPI|SGPI|Pilar|Pilar|Pilar|Pilar|Paraguay|Paraguay
PIM|PIM|KPIM|KPIM|Garden Harris County|Garden Harris County|Pine Mountain|Pine Mountain|United States|United States
PIN|PIN|SWPI|SWPI|Parintins|Parintins|Parintins|Parintins|Brazil|Brazil
PIO|PIO|SPSO|SPSO|Pisco|Pisco|Pisco|Pisco|Peru|Peru
PIP|PIP|PAPN|PAPN|Pilot Point|Pilot Point|Pilot Point|Pilot Point|United States|United States
PIQ|PIQ|SYPL|SYPL|Pipillipai|Pipillipai|Pipillipai|Pipillipai|Guyana|Guyana
PIR|PIR|KPIR|KPIR|Pierre|Pierre|Pierre|Pierre|United States|United States
PIS|PIS|LFBI|LFBI|Biard|Biard|Poitiers|Poitiers|France|France
PIU|PIU|SPUR|SPUR|Piura|Piura|Piura|Piura|Peru|Peru
PIV|PIV|SNPX|SNPX|Pirapora|Pirapora|Pirapora|Pirapora|Brazil|Brazil
PIW|PIW|CZMN|CZMN|Pikwitonei|Pikwitonei|Pikwitonei|Pikwitonei|Canada|Canada
PIX|PIX|LPPI|LPPI|Pico Island|Pico Island|Pico Island|Pico Island|Portugal|Portugal
PIZ|PIZ|PPIZ|PPIZ|Point Lay LRRS Airport|Point Lay LRRS Airport|Point Lay|Point Lay|United States|United States
PJA|PJA|ESUP|ESUP|Pajala|Pajala|Pajala|Pajala|Finland|Finland
PJB|PJB|KPAN|KPAN|Payson|Payson|Payson|Payson|United States|United States
PJC|PJC|SGPJ|SGPJ|Pedro Juan Caballero|Pedro Juan Caballero|Pedro Juan Caballero|Pedro Juan Caballero|Paraguay|Paraguay
PJG|PJG|OPPG|OPPG|Panjgur|Panjgur|Panjgur|Panjgur|Pakistan|Pakistan
PJM|PJM|MRPJ|MRPJ|Puerto Jimenez|Puerto Jimenez|Puerto Jimenez|Puerto Jimenez|Costa Rica|Costa Rica
PJS|PJS|LEMG|LEMG|Port San Juan|Port San Juan|Port San Juan|Port San Juan|United States|United States
PJZ|PJZ|||Puerto Vallarta|Puerto Vallarta|Puerto Juarez|Puerto Juarez|Mexico|Mexico
PKA|PKA|PAPK|PAPK|SPB|SPB|Napaskiak|Napaskiak|United States|United States
PKB|PKB|KPKB|KPKB|Wood County|Wood County|Parkersburg|Parkersburg|United States|United States
PKC|PKC|UHPP|UHPP|Yelizovo|Yelizovo|Petropavlovsk-Kamchats|Petropavlovsk-Kamchats|Russian Federation|Russian Federation
PKD|PKD|KPKD|KPKD|Park Rapids|Park Rapids|Park Rapids|Park Rapids|United States|United States
PKE|PKE|YPKS|YPKS|Parkes|Parkes|Parkes|Parkes|Australia|Australia
PKF|PKF|KPKF|KPKF|Park Falls|Park Falls|Park Falls|Park Falls|United States|United States
PKG|PKG|WMPA|WMPA|Pangkor Airport|Pangkor Airport|Pangkor|Pangkor|Malaysia|Malaysia
PKH|PKH|LGHL|LGHL|Alexion|Alexion|Porto Kheli|Porto Kheli|Greece|Greece
PKJ|PKJ|||Playa Grande|Playa Grande|Playa Grande|Playa Grande|Guatemala|Guatemala
PKK|PKK|VYPU|VYPU|Pakokku|Pakokku|Pakokku|Pakokku|Myanmar|Myanmar
PKL|PKL|||Pakatoa Island|Pakatoa Island|Pakatoa Island|Pakatoa Island|New Zealand|New Zealand
PKM|PKM|||Port Kaituma|Port Kaituma|Port Kaituma|Port Kaituma|Guyana|Guyana
PKN|PKN|WAOI|WAOI|Pangkalanbuun|Pangkalanbuun|Pangkalanbuun|Pangkalanbuun|Indonesia|Indonesia
PKO|PKO|DBBP|DBBP|Parakou|Parakou|Parakou|Parakou|Benin|Benin
PKP|PKP|NTGP|NTGP|Puka Puka|Puka Puka|Puka Puka|Puka Puka|French Polynesia|French Polynesia
PKR|PKR|VNPK|VNPK|Pokhara|Pokhara|Pokhara|Pokhara|Nepal|Nepal
PKS|PKS|VLPS|VLPS|Paksane|Paksane|Paksane|Paksane|Thailand|Thailand
PKT|PKT|YPKT|YPKT|Port Keats|Port Keats|Port Keats|Port Keats|Australia|Australia
PKU|PKU|WIBB|WIBB|Sultan Syarif Kasim Ii|Sultan Syarif Kasim Ii|Pekanbaru|Pekanbaru|Indonesia|Indonesia
PKV|PKV|ULOO|ULOO|Pskov|Pskov|Pskov|Pskov|Russian Federation|Russian Federation
PKW|PKW|FBSP|FBSP|Selebi-Phikwe|Selebi-Phikwe|Selebi-Phikwe|Selebi-Phikwe|Botswana|Botswana
PKY|PKY|WAOP|WAOP|Palangkaraya|Palangkaraya|Palangkaraya|Palangkaraya|Indonesia|Indonesia
PKZ|PKZ|VLPS|VLPS|Pakse|Pakse|Pakse|Pakse|Laos|Laos
PLA|PLA|||Planadas|Planadas|Planadas|Planadas|Colombia|Colombia
PLB|PLB|KPLB|KPLB|Clinton County|Clinton County|Plattsburgh|Plattsburgh|United States|United States
PLC|PLC|||Planeta Rica|Planeta Rica|Planeta Rica|Planeta Rica|Colombia|Colombia
PLD|PLD|MRSR|MRSR|Playa Samara|Playa Samara|Playa Samara|Playa Samara|Costa Rica|Costa Rica
PLE|PLE|||Paiela|Paiela|Paiela|Paiela|Papua New Guinea|Papua New Guinea
PLF|PLF|FTTP|FTTP|Pala|Pala|Pala|Pala|Chad|Chad
PLG|PLG|||La Plagne|La Plagne|La Plagne|La Plagne|France|France
PLH|PLH|EGHD|EGHD|Plymouth|Plymouth|Plymouth|Plymouth|United Kingdom|United Kingdom
PLI|PLI|||Palm Island|Palm Island|Palm Island|Palm Island|Saint Vincent and the Grenadines|Saint Vincent and the Grenadines
PLJ|PLJ|||Placencia|Placencia|Placencia|Placencia|Belize|Belize
PLK|PLK|KPLK|KPLK|M Graham Clark|M Graham Clark|Branson/point Lookout|Branson/point Lookout|United States|United States
PLL|PLL|SBMN|SBMN|Ponta Pelada|Ponta Pelada|Ponta Pelada|Ponta Pelada|Brazil|Brazil
PLM|PLM|WIPP|WIPP|Mahmud Badaruddin Ii|Mahmud Badaruddin Ii|Palembang|Palembang|Indonesia|Indonesia
PLN|PLN|KPLN|KPLN|Emmet County|Emmet County|Pellston|Pellston|United States|United States
PLO|PLO|YPLC|YPLC|Port Lincoln|Port Lincoln|Port Lincoln|Port Lincoln|Australia|Australia
PLP|PLP|MPLP|MPLP|La Palma|La Palma|La Palma|La Palma|Panama|Panama
PLQ|PLQ|EYPA|EYPA|Palanga International|Palanga International|Klaipeda/Palanga|Klaipeda/Palanga|Lithuania|Lithuania
PLR|PLR|KPLR|KPLR|St Clair County|St Clair County|Pell City|Pell City|United States|United States
PLS|PLS|MBPV|MBPV|International|International|Providenciales|Providenciales|Turks and Caicos Islands|Turks and Caicos Islands
PLT|PLT|SKPL|SKPL|Plato|Plato|Plato|Plato|Colombia|Colombia
PLU|PLU|SBBH|SBBH|Pampulha|Pampulha|Belo Horizonte|Belo Horizonte|Brazil|Brazil
PLV|PLV|UKHP|UKHP|Poltava|Poltava|Poltava|Poltava|Ukraine|Ukraine
PLW|PLW|WAML|WAML|Mutiara|Mutiara|Palu|Palu|Indonesia|Indonesia
PLX|PLX|UASS|UASS|Semipalatinsk|Semipalatinsk|Semipalatinsk|Semipalatinsk|Kazakhstan|Kazakhstan
PLY|PLY|||Plymouth|Plymouth|Plymouth|Plymouth|United States|United States
PLZ|PLZ|FAPE|FAPE|Port Elizabeth|Port Elizabeth|Port Elizabeth|Port Elizabeth|South Africa|South Africa
PMA|PMA|HTPE|HTPE|Wawi|Wawi|Pemba|Pemba|Tanzania|Tanzania
PMB|PMB|KPMB|KPMB|Intermediate|Intermediate|Pembina|Pembina|United States|United States
PMC|PMC|SCTE|SCTE|Tepual|Tepual|Puerto Montt|Puerto Montt|Chile|Chile
PMD|PMD|KPMD|KPMD|La Palmdale Regional Airport|La Palmdale Regional Airport|Palmdale, Ca|Palmdale, Ca|United States|United States
